Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
42200,-74880,-19956,94837,-96226,13717,65425,84715,-70422,66931,99402,99417,61578,99402,76515,99864,84715,54701,66931,99402,99417,61578
42250,-73618,-21799,95418,-95898,11895,66787,84765,-70443,66895,99402,99416,61625,99402,76515,99864,84765,54590,66895,99402,99416,61625
42300,-72329,-23635,95965,-95538,10069,68124,84810,-70464,66859,99403,99416,61682,99403,76515,99864,84810,54481,66859,99403,99416,61682
42350,-71015,-25462,96478,-95144,8239,69437,84848,-70484,66822,99403,99415,61730,99403,76514,99865,84848,54375,66822,99403,99415,61730
42400,-69675,-27280,96957,-94717,6406,70726,84880,-70504,66786,99403,99415,61777,99403,76514,99865,84880,54270,66786,99403,99415,61777
42450,-68310,-29089,97401,-94257,4571,71989,84906,-70524,66750,99403,99415,61825,99403,76514,99865,84906,54167,66750,99403,99415,61825
42500,-66922,-30887,97810,-93764,2735,73227,84926,-70543,66714,99403,99414,61882,99403,76513,99865,84926,54066,66714,99403,99414,61882
42550,-65509,-32674,98185,-93239,897,74439,84941,-70562,66678,99403,99414,61929,99403,76513,99865,84941,53968,66678,99403,99414,61929
42600,-64074,-34450,98525,-92680,-941,75625,84950,-70580,66642,99403,99414,61977,99403,76513,99865,84950,53871,66642,99403,99414,61977
42650,-62615,-36213,98830,-92090,-2778,76783,84953,-70598,66606,99403,99413,62024,99403,76512,99866,84953,53777,66606,99403,99413,62024
42700,-61134,-37964,99100,-91467,-4615,77915,84950,-70616,66570,99403,99413,62072,99403,76512,99866,84950,53685,66570,99403,99413,62072
42750,-59632,-39701,99334,-90813,-6450,79018,84942,-70633,66534,99403,99413,62119,99403,76512,99866,84942,53596,66534,99403,99413,62119
42800,-58108,-41423,99534,-90127,-8282,80094,84929,-70650,66499,99403,99412,62167,99403,76512,99866,84929,53509,66499,99403,99412,62167
42850,-56564,-43132,99697,-89409,-10112,81141,84911,-70666,66464,99403,99412,62214,99403,76511,99866,84911,53424,66464,99403,99412,62214
42900,-55000,-44824,99826,-88661,-11938,82159,84887,-70682,66429,99403,99412,62262,99403,76511,99866,84887,53342,66429,99403,99412,62262
42950,-53416,-46501,99919,-87881,-13760,83149,84858,-70697,66394,99403,99411,62309,99403,76511,99867,84858,53262,66394,99403,99411,62309
43000,-51813,-48162,99977,-87071,-15577,84108,84825,-70711,66360,99403,99411,62357,99403,76511,99867,84825,53186,66360,99403,99411,62357
43050,-50192,-49805,99999,-86230,-17388,85038,84786,-70726,66326,99403,99411,62404,99403,76510,99867,84786,53111,66326,99403,99411,62404
43100,-48552,-51431,99985,-85360,-19193,85938,84743,-70739,66292,99403,99411,62452,99403,76510,99867,84743,53040,66292,99403,99411,62452
43150,-46896,-53038,99936,-84460,-20991,86807,84696,-70753,66258,99402,99410,62499,99402,76510,99867,84696,52971,66258,99402,99410,62499
43200,-45223,-54626,99851,-83530,-22782,87645,84644,-70765,66225,99402,99410,62556,99402,76510,99867,84644,52904,66225,99402,99410,62556
43250,-43534,-56195,99731,-82571,-24565,88452,84587,-70777,66192,99402,99410,62604,99402,76509,99868,84587,52841,66192,99402,99410,62604
43300,-41829,-57744,99576,-81584,-26339,89227,84527,-70789,66160,99402,99410,62651,99402,76509,99868,84527,52780,66160,99402,99410,62651
43350,-40110,-59273,99385,-80568,-28104,89971,84463,-70800,66128,99401,99409,62708,99401,76509,99868,84463,52722,66128,99401,99409,62708
43400,-38376,-60781,99159,-79525,-29858,90683,84395,-70811,66096,99401,99409,62756,99401,76509,99868,84395,52667,66096,99401,99409,62756
43450,-36629,-62266,98897,-78453,-31602,91363,84323,-70821,66065,99401,99409,62813,99401,76509,99868,84323,52614,66065,99401,99409,62813
43500,-34869,-63730,98601,-77355,-33335,92011,84248,-70830,66034,99401,99409,62860,99401,76509,99869,84248,52564,66034,99401,99409,62860
43550,-33096,-65171,98269,-76229,-35056,92625,84170,-70839,66004,99400,99409,62917,99400,76508,99869,84170,52517,66004,99400,99409,62917
43600,-31311,-66589,97903,-75077,-36764,93207,84089,-70848,65974,99400,99409,62975,99400,76508,99869,84089,52473,65974,99400,99409,62975
43650,-29516,-67984,97502,-73899,-38460,93756,84004,-70856,65945,99399,99408,63032,99399,76508,99869,84004,52432,65945,99399,99408,63032
43700,-27710,-69354,97066,-72696,-40141,94271,83917,-70863,65916,99399,99408,63089,99399,76508,99869,83917,52393,65916,99399,99408,63089
43750,-25894,-70699,96595,-71467,-41808,94753,83827,-70870,65887,99399,99408,63146,99399,76508,99870,83827,52357,65887,99399,99408,63146
43800,-24068,-72020,96091,-70213,-43461,95201,83735,-70876,65860,99398,99408,63203,99398,76508,99870,83735,52324,65860,99398,99408,63203
43850,-22235,-73315,95552,-68935,-45098,95615,83641,-70882,65832,99398,99408,63269,99398,76508,99870,83641,52293,65832,99398,99408,63269
43900,-20393,-74583,94979,-67634,-46719,95996,83544,-70887,65806,99397,99408,63326,99397,76508,99870,83544,52266,65806,99397,99408,63326
43950,-18544,-75826,94372,-66309,-48323,96342,83446,-70892,65779,99397,99408,63393,99397,76508,99870,83446,52241,65779,99397,99408,63393
44000,-16689,-77041,93732,-64961,-49910,96654,83346,-70896,65754,99396,99408,63459,99396,76508,99871,83346,52218,65754,99396,99408,63459
44050,-14828,-78229,93059,-63590,-51480,96932,83244,-70900,65729,99396,99408,63526,99396,76508,99871,83244,52198,65729,99396,99408,63526
44100,-12961,-79389,92352,-62198,-53031,97176,83141,-70904,65704,99395,99408,63592,99395,76508,99871,83141,52181,65704,99395,99408,63592
44150,-11090,-80521,91613,-60784,-54563,97384,83036,-70906,65680,99395,99408,63659,99395,76508,99871,83036,52166,65680,99395,99408,63659
44200,-9215,-81625,90841,-59349,-56076,97559,82931,-70909,65657,99394,99408,63735,99394,76508,99872,82931,52154,65657,99394,99408,63735
44250,-7336,-82699,90037,-57893,-57569,97698,82825,-70911,65635,99394,99408,63811,99394,76508,99872,82825,52144,65635,99394,99408,63811
44300,-5455,-83744,89201,-56418,-59041,97803,82718,-70912,65613,99393,99408,63877,99393,76508,99872,82718,52137,65613,99393,99408,63877
44350,-3572,-84759,88334,-54923,-60492,97873,82611,-70913,65591,99393,99408,63953,99393,76508,99872,82611,52132,65591,99393,99408,63953
44400,-1688,-85744,87434,-53410,-61922,97909,82503,-70913,65570,99392,99408,64029,99392,76508,99873,82503,52129,65570,99392,99408,64029
44450,197,-86699,86504,-51878,-63330,97910,82395,-70913,65550,99392,99408,64115,99392,76508,99873,82395,52129,65550,99392,99408,64115
44500,2082,-87623,85543,-50328,-64715,97875,82288,-70913,65531,99391,99408,64191,99391,76508,99873,82288,52131,65531,99391,99408,64191
44550,3966,-88515,84552,-48761,-66078,97806,82180,-70912,65512,99391,99408,64276,99391,76508,99874,82180,52135,65512,99391,99408,64276
44600,5849,-89377,83530,-47177,-67416,97703,82073,-70911,65494,99390,99408,64352,99390,76508,99874,82073,52141,65494,99390,99408,64352
44650,7729,-90206,82479,-45578,-68731,97565,81966,-70910,65476,99390,99408,64438,99390,76508,99874,81966,52149,65476,99390,99408,64438
44700,9607,-91004,81399,-43962,-70022,97392,81860,-70908,65459,99389,99409,64523,99389,76508,99874,81860,52160,65459,99389,99409,64523
44750,11481,-91769,80290,-42332,-71287,97184,81755,-70905,65442,99389,99409,64618,99389,76508,99875,81755,52172,65442,99389,99409,64618
44800,13352,-92501,79152,-40687,-72527,96942,81651,-70903,65427,99388,99409,64704,99388,76509,99875,81651,52186,65427,99388,99409,64704
44850,15217,-93201,77986,-39029,-73742,96665,81549,-70900,65412,99388,99409,64799,99388,76509,99875,81549,52202,65412,99388,99409,64799
44900,17077,-93868,76792,-37357,-74930,96354,81447,-70896,65397,99387,99409,64894,99387,76509,99876,81447,52219,65397,99387,99409,64894
44950,18932,-94501,75571,-35672,-76091,96009,81347,-70893,65383,99387,99409,64979,99387,76509,99876,81347,52238,65383,99387,99409,64979
45000,20779,-95100,74324,-33976,-77225,95630,81249,-70889,65370,99386,99410,65084,99386,76509,99876,81249,52259,65370,99386,99410,65084
45050,22619,-95666,73049,-32268,-78332,95217,81153,-70884,65357,99386,99410,65179,99386,76509,99877,81153,52281,65357,99386,99410,65179
45100,24451,-96198,71749,-30549,-79411,94770,81059,-70880,65345,99385,99410,65274,99385,76509,99877,81059,52305,65345,99385,99410,65274
45150,26274,-96696,70424,-28820,-80462,94290,80966,-70875,65334,99385,99410,65378,99385,76510,99877,80966,52330,65334,99385,99410,65378
45200,28088,-97159,69073,-27082,-81485,93775,80876,-70870,65323,99384,99410,65483,99384,76510,99878,80876,52357,65323,99384,99410,65483
45250,29892,-97588,67698,-25334,-82478,93228,80789,-70865,65312,99384,99410,65578,99384,76510,99878,80789,52384,65312,99384,99410,65578
45300,31685,-97982,66299,-23578,-83442,92647,80704,-70859,65302,99384,99411,65692,99384,76510,99878,80704,52413,65302,99384,99411,65692
45350,33467,-98341,64876,-21815,-84376,92034,80621,-70853,65293,99383,99411,65796,99383,76510,99879,80621,52443,65293,99383,99411,65796
45400,35238,-98666,63430,-20044,-85280,91388,80542,-70848,65284,99383,99411,65901,99383,76511,99879,80542,52474,65284,99383,99411,65901
45450,36995,-98955,61962,-18266,-86154,90709,80465,-70842,65276,99382,99411,66005,99382,76511,99880,80465,52505,65276,99382,99411,66005
45500,38740,-99209,60471,-16483,-86998,89999,80392,-70835,65269,99382,99412,66119,99382,76511,99880,80392,52538,65269,99382,99412,66119
45550,40471,-99428,58959,-14695,-87810,89256,80322,-70829,65261,99382,99412,66233,99382,76511,99880,80322,52571,65261,99382,99412,66233
45600,42187,-99611,57426,-12902,-88591,88481,80255,-70823,65255,99381,99412,66347,99381,76511,99881,80255,52605,65255,99381,99412,66347
45650,43888,-99760,55873,-11105,-89341,87676,80191,-70816,65249,99381,99412,66461,99381,76512,99881,80191,52639,65249,99381,99412,66461
45700,45574,-99872,54300,-9305,-90059,86839,80131,-70809,65243,99381,99413,66575,99381,76512,99882,80131,52674,65243,99381,99413,66575
45750,47244,-99950,52708,-7502,-90745,85971,80075,-70803,65238,99380,99413,66689,99380,76512,99882,80075,52709,65238,99380,99413,66689
45800,48897,-99991,51097,-5697,-91398,85072,80022,-70796,65233,99380,99413,66803,99380,76512,99882,80022,52744,65233,99380,99413,66803
45850,50532,-99998,49467,-3890,-92019,84144,79973,-70789,65228,99380,99413,66927,99380,76513,99883,79973,52780,65228,99380,99413,66927
45900,52150,-99968,47820,-2083,-92608,83185,79928,-70782,65224,99380,99414,67041,99380,76513,99883,79928,52816,65224,99380,99414,67041
45950,53748,-99903,46157,-276,-93163,82197,79887,-70775,65221,99380,99414,67164,99380,76513,99884,79887,52851,65221,99380,99414,67164
46000,55328,-99803,44476,1531,-93686,81180,79851,-70769,65217,99379,99414,67278,99379,76513,99884,79851,52887,65217,99379,99414,67278
46050,56889,-99667,42780,3337,-94175,80134,79818,-70762,65215,99379,99414,67402,99379,76513,99884,79818,52923,65215,99379,99414,67402
46100,58429,-99496,41069,5140,-94631,79059,79790,-70755,65212,99379,99414,67525,99379,76514,99885,79790,52958,65212,99379,99414,67525
46150,59948,-99290,39343,6942,-95053,77957,79766,-70748,65210,99379,99415,67649,99379,76514,99885,79766,52993,65210,99379,99415,67649
46200,61446,-99048,37603,8740,-95441,76827,79747,-70742,65208,99379,99415,67772,99379,76514,99886,79747,53028,65208,99379,99415,67772
46250,62922,-98771,35850,10534,-95795,75669,79731,-70735,65206,99379,99415,67896,99379,76514,99886,79731,53062,65206,99379,99415,67896
46300,64376,-98459,34084,12325,-96116,74485,79721,-70729,65205,99379,99415,68019,99379,76514,99887,79721,53095,65205,99379,99415,68019
46350,65806,-98112,32306,14110,-96402,73274,79715,-70722,65203,99379,99416,68143,99379,76515,99887,79715,53128,65203,99379,99416,68143
46400,67214,-97730,30517,15889,-96654,72037,79714,-70716,65202,99379,99416,68266,99379,76515,99887,79714,53160,65202,99379,99416,68266
46450,68598,-97313,28717,17663,-96871,70774,79717,-70710,65202,99379,99416,68390,99379,76515,99888,79717,53192,65202,99379,99416,68390
46500,69957,-96862,26906,19429,-97054,69487,79725,-70705,65201,99379,99416,68513,99379,76515,99888,79725,53222,65201,99379,99416,68513
46550,71291,-96376,25086,21188,-97203,68174,79738,-70699,65200,99379,99416,68637,99379,76515,99889,79738,53252,65200,99379,99416,68637
46600,72600,-95856,23257,22939,-97317,66838,79755,-70693,65200,99379,99417,68760,99379,76515,99889,79755,53280,65200,99379,99417,68760
46650,73884,-95302,21420,24681,-97396,65478,79777,-70688,65200,99379,99417,68884,99379,76516,99890,79777,53307,65200,99379,99417,68884
46700,75141,-94714,19575,26413,-97441,64094,79804,-70683,65200,99379,99417,69007,99379,76516,99890,79804,53333,65200,99379,99417,69007
46750,76371,-94093,17723,28136,-97451,62688,79836,-70678,65200,99380,99417,69131,99380,76516,99890,79836,53358,65200,99380,99417,69131
46800,77574,-93438,15865,29848,-97427,61260,79872,-70674,65200,99380,99417,69254,99380,76516,99891,79872,53382,65200,99380,99417,69254
46850,78750,-92750,14001,31548,-97368,59809,79914,-70670,65200,99380,99417,69378,99380,76516,99891,79914,53404,65200,99380,99417,69378
46900,79897,-92029,12132,33237,-97274,58338,79960,-70666,65200,99380,99418,69501,99380,76516,99892,79960,53424,65200,99380,99418,69501
46950,81017,-91275,10259,34914,-97146,56846,80010,-70662,65200,99381,99418,69625,99381,76516,99892,80010,53444,65200,99381,99418,69625
47000,82107,-90489,8383,36577,-96984,55333,80066,-70659,65200,99381,99418,69748,99381,76516,99893,80066,53461,65200,99381,99418,69748
47050,83168,-89671,6503,38227,-96786,53801,80126,-70656,65200,99381,99418,69872,99381,76517,99893,80126,53477,65200,99381,99418,69872
47100,84200,-88820,4621,39863,-96555,52250,80191,-70653,65200,99382,99418,69986,99382,76517,99893,80191,53491,65200,99382,99418,69986
47150,85202,-87939,2737,41484,-96289,50680,80260,-70651,65200,99382,99418,70109,99382,76517,99894,80260,53503,65200,99382,99418,70109
47200,86173,-87026,853,43090,-95989,49093,80334,-70649,65200,99382,99418,70233,99382,76517,99894,80334,53514,65200,99382,99418,70233
47250,87114,-86082,-1032,44679,-95655,47487,80412,-70647,65199,99383,99418,70347,99383,76517,99895,80412,53523,65199,99383,99418,70347
47300,88024,-85107,-2917,46252,-95287,45865,80495,-70646,65199,99383,99418,70461,99383,76517,99895,80495,53529,65199,99383,99418,70461
47350,88903,-84103,-4800,47808,-94885,44227,80582,-70645,65198,99384,99418,70585,99384,76517,99896,80582,53534,65198,99384,99418,70585
47400,89750,-83068,-6682,49347,-94449,42573,80673,-70644,65197,99384,99418,70699,99384,76517,99896,80673,53537,65197,99384,99418,70699
47450,90565,-82004,-8562,50867,-93980,40904,80769,-70644,65196,99385,99418,70813,99385,76517,99896,80769,53538,65196,99385,99418,70813
47500,91348,-80911,-10438,52369,-93477,39220,80868,-70644,65195,99385,99418,70917,99385,76517,99897,80868,53537,65195,99385,99418,70917
47550,92099,-79789,-12311,53852,-92941,37523,80972,-70645,65194,99386,99418,71031,99386,76517,99897,80972,53533,65194,99386,99418,71031
47600,92817,-78638,-14179,55314,-92372,35812,81079,-70646,65192,99386,99418,71145,99386,76517,99898,81079,53528,65192,99386,99418,71145
47650,93502,-77460,-16042,56757,-91770,34089,81191,-70647,65190,99387,99418,71250,99387,76517,99898,81191,53520,65190,99387,99418,71250
47700,94154,-76254,-17900,58179,-91136,32353,81306,-70649,65188,99388,99418,71354,99388,76517,99898,81306,53510,65188,99388,99418,71354
47750,94772,-75021,-19751,59579,-90469,30606,81424,-70652,65186,99388,99418,71468,99388,76517,99899,81424,53498,65186,99388,99418,71468
47800,95356,-73762,-21595,60958,-89770,28848,81546,-70654,65183,99389,99418,71573,99389,76517,99899,81546,53484,65183,99389,99418,71573
47850,95907,-72476,-23432,62314,-89039,27079,81672,-70658,65180,99390,99418,71668,99390,76516,99899,81672,53468,65180,99390,99418,71668
47900,96424,-71164,-25260,63648,-88277,25302,81800,-70661,65177,99390,99418,71772,99390,76516,99900,81800,53449,65177,99390,99418,71772
47950,96906,-69828,-27079,64958,-87483,23515,81932,-70665,65173,99391,99418,71867,99391,76516,99900,81932,53428,65173,99391,99418,71867
48000,97354,-68466,-28889,66245,-86658,21719,82066,-70669,65169,99392,99417,71972,99392,76516,99900,82066,53405,65169,99392,99417,71972
48050,97767,-67080,-30688,67507,-85802,19917,82203,-70674,65164,99392,99417,72067,99392,76516,99901,82203,53380,65164,99392,99417,72067
48100,98146,-65670,-32476,68745,-84916,18107,82343,-70680,65160,99393,99417,72162,99393,76516,99901,82343,53352,65160,99393,99417,72162
48150,98490,-64237,-34253,69958,-84000,16290,82486,-70685,65155,99394,99417,72247,99394,76516,99901,82486,53322,65155,99394,99417,72247
48200,98798,-62781,-36018,71146,-83054,14468,82630,-70691,65149,99395,99417,72342,99395,76515,99902,82630,53290,65149,99395,99417,72342
48250,99072,-61303,-37770,72307,-82078,12641,82777,-70698,65143,99395,99416,72428,99395,76515,99902,82777,53256,65143,99395,99416,72428
48300,99310,-59803,-39509,73442,-81073,10809,82926,-70705,65137,99396,99416,72513,99396,76515,99902,82926,53220,65137,99396,99416,72513
48350,99513,-58282,-41233,74551,-80039,8973,83076,-70712,65130,99397,99416,72599,99397,76515,99903,83076,53181,65130,99397,99416,72599
48400,99681,-56740,-42943,75632,-78977,7135,83229,-70720,65123,99398,99416,72684,99398,76515,99903,83229,53140,65123,99398,99416,72684
48450,99814,-55178,-44637,76686,-77887,5293,83382,-70728,65116,99398,99415,72760,99398,76514,99903,83382,53097,65116,99398,99415,72760
48500,99910,-53596,-46316,77712,-76769,3450,83537,-70737,65108,99399,99415,72836,99399,76514,99903,83537,53053,65108,99399,99415,72836
48550,99972,-51995,-47978,78710,-75623,1606,83693,-70746,65099,99400,99415,72912,99400,76514,99904,83693,53006,65099,99400,99415,72912
48600,99998,-50376,-49624,79679,-74451,-239,83851,-70755,65090,99401,99415,72988,99401,76514,99904,83851,52957,65090,99401,99415,72988
48650,99988,-48739,-51251,80620,-73253,-2084,84008,-70765,65081,99402,99414,73064,99402,76513,99904,84008,52906,65081,99402,99414,73064
48700,99943,-47084,-52860,81531,-72028,-3928,84167,-70775,65072,99402,99414,73131,99402,76513,99904,84167,52853,65072,99402,99414,73131
48750,99862,-45413,-54451,82412,-70778,-5771,84326,-70786,65061,99403,99414,73197,99403,76513,99905,84326,52798,65061,99403,99414,73197
48800,99746,-43726,-56022,83264,-69502,-7612,84485,-70796,65051,99404,99413,73264,99404,76512,99905,84485,52741,65051,99404,99413,73264
48850,99594,-42023,-57574,84085,-68202,-9450,84644,-70808,65040,99405,99413,73330,99405,76512,99905,84644,52683,65040,99405,99413,73330
